36.7261392,-4.4196223
36.7237981,-4.4196064
36.7265646,-4.4206274
36.725877,-4.420552
36.7247042,-4.4235971
36.7240247,-4.4177762
36.7237266,-4.4226825
36.7257549,-4.4183103
36.7244245,-4.4173288
36.7242303,-4.4190477
36.725418,-4.4225049
36.7248451,-4.4197163
36.7264114,-4.4203132
36.7242249,-4.4175461
36.7238821,-4.4176093
36.7259042,-4.4179924
36.7260621,-4.4204939
36.7254266,-4.4179515
36.7265646,-4.4206274
36.7231539,-4.4182773
36.7238821,-4.4176093
36.7242982,-4.4205137
36.7244334,-4.4229985
36.7240657,-4.4216858
36.7247042,-4.4235971
36.7244334,-4.4229985
36.7247141,-4.4207357
36.7240247,-4.4177762
36.7237981,-4.4196064
36.7254266,-4.4179515
36.726499,-4.4206941
36.7254909,-4.4211497
36.7248451,-4.4197163
36.7254457,-4.4206316
36.7240657,-4.4216858
36.7245546,-4.4184119
36.7244245,-4.4173288
36.7240247,-4.4177762
36.7259042,-4.4179924
36.7253527,-4.419116
36.725646,-4.4214953
36.7245546,-4.4184119
36.7259042,-4.4179924
36.7253527,-4.419116
36.7237981,-4.4196064
36.7264114,-4.4203132
36.7253527,-4.419116
36.7254457,-4.4206316
36.7243718,-4.4186801
36.7233536,-4.4211717
36.7253934,-4.420638
36.7256031,-4.4186495
36.7253527,-4.419116
36.7259042,-4.4179924
36.7253934,-4.420638
36.7255328,-4.4220238
36.7257549,-4.4183103
36.724378,-4.4207679
36.7261392,-4.4196223
36.7253934,-4.420638
36.7244334,-4.4229985
36.724433,-4.4187645
36.7244245,-4.4173288
36.7242303,-4.4190477
36.7260621,-4.4204939
36.7242982,-4.4205137
36.7240657,-4.4216858
36.7257549,-4.4183103
36.7253066,-4.4223895
36.7254457,-4.4206316
36.7248451,-4.4197163
36.7240451,-4.4217464
36.7240657,-4.4216858
36.7256031,-4.4186495
36.7254266,-4.4179515
36.7245546,-4.4184119
36.7240657,-4.4216858
36.7264114,-4.4203132
36.7245546,-4.4184119
36.725418,-4.4225049
36.7245546,-4.4184119
36.7244245,-4.4173288
36.7254266,-4.4179515
36.7261392,-4.4196223
36.7244245,-4.4173288
36.7247141,-4.4207357
36.725664,-4.4187509
36.7233478,-4.4180995
36.7237981,-4.4196064
36.7257549,-4.4183103
36.7233478,-4.4180995
36.7242593,-4.4204341
36.724433,-4.4187645
36.725877,-4.420552
36.7237266,-4.4226825
36.725664,-4.4187509
36.7240657,-4.4216858
36.7242303,-4.4190477
36.7238821,-4.4176093
36.726499,-4.4206941
36.7254909,-4.4211497
36.7244334,-4.4229985
36.7233478,-4.4180995
36.724378,-4.4207679
36.7244259,-4.421538
36.726499,-4.4206941
36.7261392,-4.4196223
36.7265646,-4.4206274
36.725646,-4.4214953
36.7254909,-4.4211497
36.7254266,-4.4179515
36.726499,-4.4206941
36.7245546,-4.4184119
36.7248451,-4.4197163
36.7253934,-4.420638
36.7243718,-4.4186801
36.7243069,-4.421783
36.7243718,-4.4186801
36.724433,-4.4187645
36.7240247,-4.4177762
36.7247141,-4.4207357
36.7245546,-4.4184119
36.7247042,-4.4235971
36.725664,-4.4187509
36.7242982,-4.4205137
36.7233536,-4.4211717
36.7255328,-4.4220238
36.7233536,-4.4211717
36.7242593,-4.4204341
36.7261392,-4.4196223
36.7256031,-4.4186495
36.7249081,-4.4172881
36.7242249,-4.4175461
36.7260621,-4.4204939
36.7256031,-4.4186495
36.7255328,-4.4220238
36.7244259,-4.421538
36.7248451,-4.4197163
36.7247141,-4.4207357
36.7240451,-4.4217464
36.7249081,-4.4172881
36.7253527,-4.419116
36.7242982,-4.4205137
36.7233478,-4.4180995
36.725877,-4.420552
36.7237981,-4.4196064
36.7243718,-4.4186801
36.7253934,-4.420638
36.7260621,-4.4204939
36.724378,-4.4207679
36.725236,-4.4234775
36.7240247,-4.4177762
36.7237266,-4.4226825
36.725877,-4.420552
36.725664,-4.4187509
36.725236,-4.4234775
36.7244334,-4.4229985
36.725418,-4.4225049
36.7240657,-4.4216858
36.7240657,-4.4216858
36.7264114,-4.4203132
36.725664,-4.4187509
36.7256031,-4.4186495
36.7254457,-4.4206316
36.725664,-4.4187509
36.7248451,-4.4197163
36.725646,-4.4214953
36.724378,-4.4207679
36.7242982,-4.4205137
36.725646,-4.4214953
36.7244245,-4.4173288
36.7254909,-4.4211497
36.7244259,-4.421538
36.7253527,-4.419116
36.7254457,-4.4206316
36.7247141,-4.4207357
36.7243718,-4.4186801
36.7254457,-4.4206316
36.7237981,-4.4196064
36.7254266,-4.4179515
36.7244245,-4.4173288
36.7238821,-4.4176093
36.7244334,-4.4229985
36.7242303,-4.4190477
36.7253934,-4.420638
36.7255328,-4.4220238
36.7253066,-4.4223895
36.7237981,-4.4196064
36.7244334,-4.4229985
36.7244259,-4.421538
36.7237266,-4.4226825
36.7244245,-4.4173288
36.7254909,-4.4211497
36.725877,-4.420552
36.7244259,-4.421538
36.7256031,-4.4186495
36.7259042,-4.4179924
36.7254457,-4.4206316
36.7256031,-4.4186495
36.7254909,-4.4211497
36.725646,-4.4214953
36.7253934,-4.420638
36.7265646,-4.4206274
36.7254266,-4.4179515
36.7245546,-4.4184119
36.7233536,-4.4211717
36.7233536,-4.4211717
36.7237981,-4.4196064
36.725646,-4.4214953
36.7247141,-4.4207357
36.7247141,-4.4207357
36.7244334,-4.4229985
36.725664,-4.4187509
36.7240657,-4.4216858
36.7255328,-4.4220238
36.725236,-4.4234775
36.7264114,-4.4203132
36.7248451,-4.4197163
36.7261392,-4.4196223
36.7242249,-4.4175461
36.724378,-4.4207679
36.7265646,-4.4206274
36.7265646,-4.4206274
36.7244334,-4.4229985
36.726499,-4.4206941
36.725664,-4.4187509
36.7240657,-4.4216858
36.7244259,-4.421538
36.7240657,-4.4216858
36.725236,-4.4234775
36.7233478,-4.4180995
36.7254457,-4.4206316
36.7261392,-4.4196223
36.7242303,-4.4190477
36.7260621,-4.4204939
36.726499,-4.4206941
36.7238821,-4.4176093
36.7243069,-4.421783
36.725646,-4.4214953
36.7233536,-4.4211717
36.7253934,-4.420638
36.7244334,-4.4229985
36.7243069,-4.421783
36.7260621,-4.4204939
36.7240247,-4.4177762
36.7260621,-4.4204939
36.7231539,-4.4182773
36.7240247,-4.4177762
36.7242249,-4.4175461
36.7243069,-4.421783
36.7253527,-4.419116
36.7242303,-4.4190477
36.7259042,-4.4179924
36.726499,-4.4206941
36.7253066,-4.4223895
36.7247141,-4.4207357
36.7261392,-4.4196223
36.7231539,-4.4182773
36.7240247,-4.4177762
36.7231539,-4.4182773
36.7259042,-4.4179924
36.7244259,-4.421538
36.7259042,-4.4179924
36.7265646,-4.4206274
36.725236,-4.4234775
36.7253934,-4.420638
36.7242303,-4.4190477
36.7254266,-4.4179515
36.7260621,-4.4204939
36.7231539,-4.4182773
36.725418,-4.4225049
36.7261392,-4.4196223
36.7237981,-4.4196064
36.724378,-4.4207679
36.7256031,-4.4186495
36.725418,-4.4225049
36.7254266,-4.4179515
36.7240247,-4.4177762
36.7253934,-4.420638
36.7257549,-4.4183103
36.724433,-4.4187645
36.7247042,-4.4235971
36.7264114,-4.4203132
36.7240451,-4.4217464
36.7237981,-4.4196064
36.7247141,-4.4207357
36.724433,-4.4187645
36.7244259,-4.421538
36.7233478,-4.4180995
36.7245546,-4.4184119
36.7253934,-4.420638
36.7244334,-4.4229985
36.7265646,-4.4206274
36.7254266,-4.4179515
36.7242249,-4.4175461
36.725646,-4.4214953
36.7237266,-4.4226825
36.7233478,-4.4180995
36.7254909,-4.4211497
36.7242982,-4.4205137
36.7231539,-4.4182773
36.7248451,-4.4197163
36.7247042,-4.4235971
36.7237981,-4.4196064
36.7240451,-4.4217464
36.7238821,-4.4176093
36.7254457,-4.4206316
36.726499,-4.4206941
36.7257549,-4.4183103
36.7240247,-4.4177762
36.7257549,-4.4183103
36.7247141,-4.4207357
36.7261392,-4.4196223
36.7264114,-4.4203132
36.7256031,-4.4186495
36.7261392,-4.4196223
36.725236,-4.4234775
36.7233478,-4.4180995
36.7243718,-4.4186801
36.7264114,-4.4203132
36.7238821,-4.4176093
36.7265646,-4.4206274
36.7244334,-4.4229985
36.7253066,-4.4223895
36.7242303,-4.4190477
36.7237981,-4.4196064
36.725646,-4.4214953
